lat,lon
47.36231762185257,-86.58367757254477
47.362243548665845,-86.58366171373235
47.362324469299345,-86.58361574808353
47.36231714343127,-86.5835837537803
47.3623617591839,-86.58360249068507
47.36215340890127,-86.5836619615507
47.364625736374464,-86.58687820830849
47.36217291860268,-86.58368777010796
47.36236632170216,-86.58362304976183
47.36227496789165,-86.58370502503482
47.36224525694295,-86.5836930823857
47.36230979473566,-86.58360064239093
47.36231302010196,-86.58371809782845
47.36230711723188,-86.5835890459026
47.36227470484796,-86.58360331727019
47.36226632163833,-86.58360559762944
47.36228750766384,-86.58362514142362
47.36221622055362,-86.58363101840831
47.36229245019084,-86.58359676397376
47.36219103163556,-86.58364198606871
47.362289453874844,-86.58359544077668
47.362239061101874,-86.5836632756685
47.36226814237479,-86.58363428033059
47.36225943905044,-86.58364732443738
47.36216094713442,-86.58369099741326
47.362288307111655,-86.58360649459688
47.36233870548961,-86.58358433780545
47.362182079724334,-86.5836512138659
47.36227446057156,-86.58361017507906
47.36226069577289,-86.58366647035477
47.36230906113081,-86.58359527247674
47.36217245750167,-86.58372945838968
47.3622691306394,-86.58363247557256
47.36225347652242,-86.5836268164744
47.36224038620724,-86.58365654180473
47.36222592194723,-86.58361950144959
47.36229909276184,-86.58368615571177
47.36230340503374,-86.58360402125919
47.362384860341656,-86.583637675606
47.36230104432004,-86.58359966944329
47.36224012248106,-86.58363156863247
47.3647716108229,-86.58699925015613
47.36229417353577,-86.58362438824038
47.36227555596163,-86.58365676244546
47.36234784859416,-86.58359340567637
47.36225550729756,-86.58361116915395
47.36223578146843,-86.58367368833461
47.36222667297755,-86.58368060687773
47.36231135362294,-86.58359806578
47.36228623272006,-86.58359790562379
47.362261153346466,-86.58361716940524
47.36241121532607,-86.58361713711885
47.36217741479145,-86.58365373487113
47.36224104620356,-86.58363439144388
47.36228059955309,-86.58359988077737
47.362281303063334,-86.58372525405512
47.36230681130873,-86.58358442768483
47.36223369347577,-86.58364334044555
47.36229100311831,-86.58360414445085
47.36222107646311,-86.5836845833715
47.36233743409053,-86.58357489029116
47.362336076097534,-86.58359435946814
47.36234133120866,-86.58364751217381
47.362317925927414,-86.58359820984505
47.36227540869963,-86.58361026591267
47.362219859042455,-86.58365118923115
47.36224571864217,-86.5836249824258
47.36227666431748,-86.5835994500541
47.36227489682899,-86.58359692544704
47.362350847893644,-86.58357798732702
47.362295345214854,-86.58372507873231
47.36227514532084,-86.58367201079189
47.36228602446611,-86.5836049388755
47.362223939934466,-86.58361893479376
47.3623339239468,-86.58358194156278
47.36226873380261,-86.58365820595198
47.36220538776066,-86.58366794367272
47.36217860472691,-86.58376046323457
47.362174371346455,-86.583683716661
47.36226585095387,-86.58365703401606
47.36220011220705,-86.58363969327328
47.362332364902706,-86.58361704518943
47.36224592579251,-86.5836985673018
47.36234865269823,-86.58365453525661
47.362222846553045,-86.5836248119123
47.36224100211493,-86.58362989142256
47.36477435982157,-86.58697135509213
47.362381000235025,-86.58360235424449
47.3622864209493,-86.5836192152935
47.362301782678905,-86.5836177277899
47.36229697400447,-86.58362508076918
47.36216373287203,-86.58368121215709
47.36227166778977,-86.58361346338567
47.36228880975299,-86.58367605333908
47.36214607652558,-86.58371574917166
47.36238406382028,-86.58363041292145
47.36229806903428,-86.58364086705637
47.362193410096914,-86.58367616783428
47.36233589004045,-86.5836396807368
47.36237185015962,-86.58358291231865
47.36229870732783,-86.58361921208267
47.36227594950894,-86.58364114762304
47.362278423969784,-86.58360900268832
47.36219689428364,-86.5836433666651
47.36234984842367,-86.58358730686287
47.36226486342545,-86.58365250026758
47.3623189212506,-86.58357842150106
47.36240142015313,-86.5835981779913
47.36223727905301,-86.58365956756963
47.36216934815199,-86.58366607073681
47.362222530175636,-86.58363048979062
47.36472207018177,-86.58691713810288
47.362210089692574,-86.58370662592736
47.362268695277706,-86.58363303761645
47.3624224021241,-86.58356212529371
47.36234272186673,-86.58357283704966
47.36229173960066,-86.58360872204734
47.36223613541616,-86.58374364644413
47.362331969006085,-86.58358069950202
47.36241476368207,-86.5836579959355
47.3623611763199,-86.58357860735272
47.36225614738862,-86.58361204869078
47.36229151483148,-86.58362028311383
47.362255678529664,-86.58364271678796
47.3622648143843,-86.58365380369955
47.362344383223274,-86.58357064433585
47.36232455900719,-86.58358082132503
47.36233036224083,-86.58358914478995
47.36223707833701,-86.58368498679745
47.362255257498774,-86.58363925629413
47.36233858378614,-86.58357750780326
47.36221958828944,-86.5837010503089
47.362390594071854,-86.58360408201338
47.362258136805885,-86.58361290940829
47.36233239337055,-86.58357347958595
47.36231139834445,-86.58365583456619
47.36233836539187,-86.5835794084749
47.36232683885706,-86.58359260874627
47.36220157655033,-86.58365077945341
47.362271894241644,-86.58361710734323
47.36226174962839,-86.58363331781266
47.362369996548736,-86.58359560358133
47.36450994698563,-86.58710229058333
47.36228210292425,-86.5836444328361
47.36216749908534,-86.5837420157706
47.36230031409364,-86.58360402351362
47.362335252279124,-86.58365461711102
47.36237427272325,-86.58358097290457
47.36228614741013,-86.58362548403359
47.36228180178737,-86.58362548524003
47.36220537077598,-86.58364581509976
47.362280386850266,-86.58362948049746
47.36219441001252,-86.58367226538896
47.362151131901946,-86.58367334999387
47.36227028618796,-86.58361473497818
47.36238670086727,-86.5836017692301
47.36235875603969,-86.58357701812707
47.36228140107456,-86.58359354257527
47.362392707162144,-86.58355559305413
47.36216657300919,-86.58371874849612
47.3623323820721,-86.58368855847966
47.3621873935584,-86.58367635470006
47.36229929210176,-86.58360652373015
47.36221829717744,-86.58364098080254
47.36221604745898,-86.58362633983097
47.36228852103866,-86.58360859879232
47.36227121454739,-86.58360988748576
47.3622149063149,-86.5836472108358
47.36239320653949,-86.5835705081271
47.36233546252842,-86.58359430875198
47.36221067625054,-86.58364524366627
47.36219549077686,-86.58375540215152
47.36215956620887,-86.58367233976895
47.362254732527425,-86.58365235093414
47.36224809891317,-86.5836916588925
47.36227267218783,-86.58364907427367
47.362263026388774,-86.58363158047077
47.36234034386317,-86.58358417101266
47.36228499550388,-86.58363675933028
47.36227491164201,-86.5836059632099
47.362344926119,-86.58360238505516
47.36226652220754,-86.58366031790025
47.362286683411746,-86.58362825272843
47.36226827373031,-86.58362489194344
47.362231602035486,-86.58367902729088
47.36218815184103,-86.58366692208338
47.36224877526771,-86.58366749028869
47.362214420979846,-86.58364755181556
47.36227765752509,-86.5836315975713
47.36227882191234,-86.58363051595357
47.36232179962345,-86.5835888080133
47.362217957836506,-86.58372090044885
47.362230887878795,-86.58364547573689
47.36230259505935,-86.58362380605645
47.362124879649684,-86.58368549340456
